,Match,FileName1,FileName2
132,False,./fbanks/p297_000.npy,./fbanks/p295_003.npy
133,False,./fbanks/p297_000.npy,./fbanks/p295_004.npy
134,False,./fbanks/p297_000.npy,./fbanks/p360_000.npy
135,False,./fbanks/p297_000.npy,./fbanks/p360_001.npy
136,False,./fbanks/p297_000.npy,./fbanks/p360_002.npy
137,False,./fbanks/p297_000.npy,./fbanks/p360_003.npy
138,False,./fbanks/p297_000.npy,./fbanks/p360_004.npy
139,False,./fbanks/p297_000.npy,./fbanks/p230_000.npy
140,False,./fbanks/p297_000.npy,./fbanks/p230_001.npy
141,False,./fbanks/p297_000.npy,./fbanks/p230_002.npy
142,False,./fbanks/p297_000.npy,./fbanks/p230_003.npy
143,False,./fbanks/p297_000.npy,./fbanks/p230_004.npy
144,False,./fbanks/p297_000.npy,./fbanks/p274_000.npy
145,False,./fbanks/p297_000.npy,./fbanks/p274_001.npy
146,False,./fbanks/p297_000.npy,./fbanks/p274_002.npy
147,False,./fbanks/p297_000.npy,./fbanks/p274_003.npy
148,False,./fbanks/p297_000.npy,./fbanks/p274_004.npy
149,True,./fbanks/p297_001.npy,./fbanks/p297_000.npy
150,True,./fbanks/p297_001.npy,./fbanks/p297_002.npy
151,True,./fbanks/p297_001.npy,./fbanks/p297_003.npy
152,True,./fbanks/p297_001.npy,./fbanks/p297_004.npy
153,False,./fbanks/p297_001.npy,./fbanks/p246_000.npy
154,False,./fbanks/p297_001.npy,./fbanks/p246_001.npy
155,False,./fbanks/p297_001.npy,./fbanks/p246_002.npy
156,False,./fbanks/p297_001.npy,./fbanks/p246_003.npy
157,False,./fbanks/p297_001.npy,./fbanks/p246_004.npy
158,False,./fbanks/p297_001.npy,./fbanks/p333_000.npy
159,False,./fbanks/p297_001.npy,./fbanks/p333_001.npy
160,False,./fbanks/p297_001.npy,./fbanks/p333_002.npy
161,False,./fbanks/p297_001.npy,./fbanks/p333_003.npy
162,False,./fbanks/p297_001.npy,./fbanks/p333_004.npy
163,False,./fbanks/p297_001.npy,./fbanks/p318_000.npy
164,False,./fbanks/p297_001.npy,./fbanks/p318_001.npy
165,False,./fbanks/p297_001.npy,./fbanks/p318_002.npy
166,False,./fbanks/p297_001.npy,./fbanks/p318_003.npy
167,False,./fbanks/p297_001.npy,./fbanks/p318_004.npy
168,False,./fbanks/p297_001.npy,./fbanks/p248_000.npy
169,False,./fbanks/p297_001.npy,./fbanks/p248_001.npy
170,False,./fbanks/p297_001.npy,./fbanks/p248_002.npy
171,False,./fbanks/p297_001.npy,./fbanks/p248_003.npy
172,False,./fbanks/p297_001.npy,./fbanks/p248_004.npy
173,False,./fbanks/p297_001.npy,./fbanks/p268_000.npy
174,False,./fbanks/p297_001.npy,./fbanks/p268_001.npy
175,False,./fbanks/p297_001.npy,./fbanks/p268_002.npy
176,False,./fbanks/p297_001.npy,./fbanks/p268_003.npy
177,False,./fbanks/p297_001.npy,./fbanks/p268_004.npy
178,False,./fbanks/p297_001.npy,./fbanks/p277_000.npy
179,False,./fbanks/p297_001.npy,./fbanks/p277_001.npy
180,False,./fbanks/p297_001.npy,./fbanks/p277_002.npy
181,False,./fbanks/p297_001.npy,./fbanks/p277_003.npy
182,False,./fbanks/p297_001.npy,./fbanks/p277_004.npy
183,False,./fbanks/p297_001.npy,./fbanks/p278_000.npy
184,False,./fbanks/p297_001.npy,./fbanks/p278_001.npy
185,False,./fbanks/p297_001.npy,./fbanks/p278_002.npy
186,False,./fbanks/p297_001.npy,./fbanks/p278_003.npy
187,False,./fbanks/p297_001.npy,./fbanks/p278_004.npy
188,False,./fbanks/p297_001.npy,./fbanks/p304_000.npy
189,False,./fbanks/p297_001.npy,./fbanks/p304_001.npy
190,False,./fbanks/p297_001.npy,./fbanks/p304_002.npy
191,False,./fbanks/p297_001.npy,./fbanks/p304_003.npy
192,False,./fbanks/p297_001.npy,./fbanks/p304_004.npy
193,False,./fbanks/p297_001.npy,./fbanks/p280_000.npy
194,False,./fbanks/p297_001.npy,./fbanks/p280_001.npy
195,False,./fbanks/p297_001.npy,./fbanks/p280_002.npy
196,False,./fbanks/p297_001.npy,./fbanks/p280_003.npy
197,False,./fbanks/p297_001.npy,./fbanks/p280_004.npy
198,False,./fbanks/p297_001.npy,./fbanks/p240_000.npy
199,False,./fbanks/p297_001.npy,./fbanks/p240_001.npy
200,False,./fbanks/p297_001.npy,./fbanks/p240_002.npy
201,False,./fbanks/p297_001.npy,./fbanks/p240_003.npy
202,False,./fbanks/p297_001.npy,./fbanks/p240_004.npy
203,False,./fbanks/p297_001.npy,./fbanks/p228_000.npy
204,False,./fbanks/p297_001.npy,./fbanks/p228_001.npy
205,False,./fbanks/p297_001.npy,./fbanks/p228_002.npy
206,False,./fbanks/p297_001.npy,./fbanks/p228_003.npy
207,False,./fbanks/p297_001.npy,./fbanks/p228_004.npy
208,False,./fbanks/p297_001.npy,./fbanks/p317_000.npy
209,False,./fbanks/p297_001.npy,./fbanks/p317_001.npy
210,False,./fbanks/p297_001.npy,./fbanks/p317_002.npy
211,False,./fbanks/p297_001.npy,./fbanks/p317_003.npy
212,False,./fbanks/p297_001.npy,./fbanks/p317_004.npy
213,False,./fbanks/p297_001.npy,./fbanks/p251_000.npy
214,False,./fbanks/p297_001.npy,./fbanks/p251_001.npy
215,False,./fbanks/p297_001.npy,./fbanks/p251_002.npy
216,False,./fbanks/p297_001.npy,./fbanks/p251_003.npy
217,False,./fbanks/p297_001.npy,./fbanks/p251_004.npy
218,False,./fbanks/p297_001.npy,./fbanks/p259_000.npy
219,False,./fbanks/p297_001.npy,./fbanks/p259_001.npy
220,False,./fbanks/p297_001.npy,./fbanks/p259_002.npy
221,False,./fbanks/p297_001.npy,./fbanks/p259_003.npy
222,False,./fbanks/p297_001.npy,./fbanks/p259_004.npy
223,False,./fbanks/p297_001.npy,./fbanks/p227_000.npy
224,False,./fbanks/p297_001.npy,./fbanks/p227_001.npy
225,False,./fbanks/p297_001.npy,./fbanks/p227_002.npy
226,False,./fbanks/p297_001.npy,./fbanks/p227_003.npy
227,False,./fbanks/p297_001.npy,./fbanks/p227_004.npy
228,False,./fbanks/p297_001.npy,./fbanks/p343_000.npy
229,False,./fbanks/p297_001.npy,./fbanks/p343_001.npy
230,False,./fbanks/p297_001.npy,./fbanks/p343_002.npy
231,False,./fbanks/p297_001.npy,./fbanks/p343_003.npy
232,False,./fbanks/p297_001.npy,./fbanks/p343_004.npy
233,False,./fbanks/p297_001.npy,./fbanks/p306_000.npy
234,False,./fbanks/p297_001.npy,./fbanks/p306_001.npy
235,False,./fbanks/p297_001.npy,./fbanks/p306_002.npy
236,False,./fbanks/p297_001.npy,./fbanks/p306_003.npy
237,False,./fbanks/p297_001.npy,./fbanks/p306_004.npy
238,False,./fbanks/p297_001.npy,./fbanks/p310_000.npy
239,False,./fbanks/p297_001.npy,./fbanks/p310_001.npy
240,False,./fbanks/p297_001.npy,./fbanks/p310_002.npy
241,False,./fbanks/p297_001.npy,./fbanks/p310_003.npy
242,False,./fbanks/p297_001.npy,./fbanks/p310_004.npy
243,False,./fbanks/p297_001.npy,./fbanks/p279_000.npy
244,False,./fbanks/p297_001.npy,./fbanks/p279_001.npy
245,False,./fbanks/p297_001.npy,./fbanks/p279_002.npy
246,False,./fbanks/p297_001.npy,./fbanks/p279_003.npy
247,False,./fbanks/p297_001.npy,./fbanks/p279_004.npy
248,False,./fbanks/p297_001.npy,./fbanks/p272_000.npy
249,False,./fbanks/p297_001.npy,./fbanks/p272_001.npy
250,False,./fbanks/p297_001.npy,./fbanks/p272_002.npy
251,False,./fbanks/p297_001.npy,./fbanks/p272_003.npy
252,False,./fbanks/p297_001.npy,./fbanks/p272_004.npy
253,False,./fbanks/p297_001.npy,./fbanks/p339_000.npy
254,False,./fbanks/p297_001.npy,./fbanks/p339_001.npy
255,False,./fbanks/p297_001.npy,./fbanks/p339_002.npy
256,False,./fbanks/p297_001.npy,./fbanks/p339_003.npy
257,False,./fbanks/p297_001.npy,./fbanks/p339_004.npy
258,False,./fbanks/p297_001.npy,./fbanks/p281_000.npy
259,False,./fbanks/p297_001.npy,./fbanks/p281_001.npy
260,False,./fbanks/p297_001.npy,./fbanks/p281_002.npy
261,False,./fbanks/p297_001.npy,./fbanks/p281_003.npy
262,False,./fbanks/p297_001.npy,./fbanks/p281_004.npy
263,False,./fbanks/p297_001.npy,./fbanks/p233_000.npy
264,False,./fbanks/p297_001.npy,./fbanks/p233_001.npy
265,False,./fbanks/p297_001.npy,./fbanks/p233_002.npy
266,False,./fbanks/p297_001.npy,./fbanks/p233_003.npy
267,False,./fbanks/p297_001.npy,./fbanks/p233_004.npy
268,False,./fbanks/p297_001.npy,./fbanks/p340_000.npy
269,False,./fbanks/p297_001.npy,./fbanks/p340_001.npy
270,False,./fbanks/p297_001.npy,./fbanks/p340_002.npy
271,False,./fbanks/p297_001.npy,./fbanks/p340_003.npy
272,False,./fbanks/p297_001.npy,./fbanks/p340_004.npy
273,False,./fbanks/p297_001.npy,./fbanks/p229_000.npy
274,False,./fbanks/p297_001.npy,./fbanks/p229_001.npy
275,False,./fbanks/p297_001.npy,./fbanks/p229_002.npy
276,False,./fbanks/p297_001.npy,./fbanks/p229_003.npy
277,False,./fbanks/p297_001.npy,./fbanks/p229_004.npy
278,False,./fbanks/p297_001.npy,./fbanks/p295_000.npy
279,False,./fbanks/p297_001.npy,./fbanks/p295_001.npy
280,False,./fbanks/p297_001.npy,./fbanks/p295_002.npy
281,False,./fbanks/p297_001.npy,./fbanks/p295_003.npy
282,False,./fbanks/p297_001.npy,./fbanks/p295_004.npy
283,False,./fbanks/p297_001.npy,./fbanks/p360_000.npy
284,False,./fbanks/p297_001.npy,./fbanks/p360_001.npy
285,False,./fbanks/p297_001.npy,./fbanks/p360_002.npy
286,False,./fbanks/p297_001.npy,./fbanks/p360_003.npy
287,False,./fbanks/p297_001.npy,./fbanks/p360_004.npy
288,False,./fbanks/p297_001.npy,./fbanks/p230_000.npy
289,False,./fbanks/p297_001.npy,./fbanks/p230_001.npy
290,False,./fbanks/p297_001.npy,./fbanks/p230_002.npy
291,False,./fbanks/p297_001.npy,./fbanks/p230_003.npy
292,False,./fbanks/p297_001.npy,./fbanks/p230_004.npy
293,False,./fbanks/p297_001.npy,./fbanks/p274_000.npy
294,False,./fbanks/p297_001.npy,./fbanks/p274_001.npy
295,False,./fbanks/p297_001.npy,./fbanks/p274_002.npy
296,False,./fbanks/p297_001.npy,./fbanks/p274_003.npy
297,False,./fbanks/p297_001.npy,./fbanks/p274_004.npy
298,True,./fbanks/p297_002.npy,./fbanks/p297_000.npy
299,True,./fbanks/p297_002.npy,./fbanks/p297_001.npy
300,True,./fbanks/p297_002.npy,./fbanks/p297_003.npy
301,True,./fbanks/p297_002.npy,./fbanks/p297_004.npy
302,False,./fbanks/p297_002.npy,./fbanks/p246_000.npy
303,False,./fbanks/p297_002.npy,./fbanks/p246_001.npy
304,False,./fbanks/p297_002.npy,./fbanks/p246_002.npy
305,False,./fbanks/p297_002.npy,./fbanks/p246_003.npy
306,False,./fbanks/p297_002.npy,./fbanks/p246_004.npy
307,False,./fbanks/p297_002.npy,./fbanks/p333_000.npy
308,False,./fbanks/p297_002.npy,./fbanks/p333_001.npy
309,False,./fbanks/p297_002.npy,./fbanks/p333_002.npy
310,False,./fbanks/p297_002.npy,./fbanks/p333_003.npy
311,False,./fbanks/p297_002.npy,./fbanks/p333_004.npy
312,False,./fbanks/p297_002.npy,./fbanks/p318_000.npy
313,False,./fbanks/p297_002.npy,./fbanks/p318_001.npy
314,False,./fbanks/p297_002.npy,./fbanks/p318_002.npy
315,False,./fbanks/p297_002.npy,./fbanks/p318_003.npy
316,False,./fbanks/p297_002.npy,./fbanks/p318_004.npy
317,False,./fbanks/p297_002.npy,./fbanks/p248_000.npy
318,False,./fbanks/p297_002.npy,./fbanks/p248_001.npy
319,False,./fbanks/p297_002.npy,./fbanks/p248_002.npy
320,False,./fbanks/p297_002.npy,./fbanks/p248_003.npy
321,False,./fbanks/p297_002.npy,./fbanks/p248_004.npy
322,False,./fbanks/p297_002.npy,./fbanks/p268_000.npy
323,False,./fbanks/p297_002.npy,./fbanks/p268_001.npy
324,False,./fbanks/p297_002.npy,./fbanks/p268_002.npy
325,False,./fbanks/p297_002.npy,./fbanks/p268_003.npy
326,False,./fbanks/p297_002.npy,./fbanks/p268_004.npy
327,False,./fbanks/p297_002.npy,./fbanks/p277_000.npy
328,False,./fbanks/p297_002.npy,./fbanks/p277_001.npy
329,False,./fbanks/p297_002.npy,./fbanks/p277_002.npy
330,False,./fbanks/p297_002.npy,./fbanks/p277_003.npy
331,False,./fbanks/p297_002.npy,./fbanks/p277_004.npy
332,False,./fbanks/p297_002.npy,./fbanks/p278_000.npy
333,False,./fbanks/p297_002.npy,./fbanks/p278_001.npy
334,False,./fbanks/p297_002.npy,./fbanks/p278_002.npy
335,False,./fbanks/p297_002.npy,./fbanks/p278_003.npy
336,False,./fbanks/p297_002.npy,./fbanks/p278_004.npy
337,False,./fbanks/p297_002.npy,./fbanks/p304_000.npy
338,False,./fbanks/p297_002.npy,./fbanks/p304_001.npy
339,False,./fbanks/p297_002.npy,./fbanks/p304_002.npy
340,False,./fbanks/p297_002.npy,./fbanks/p304_003.npy
341,False,./fbanks/p297_002.npy,./fbanks/p304_004.npy
342,False,./fbanks/p297_002.npy,./fbanks/p280_000.npy
343,False,./fbanks/p297_002.npy,./fbanks/p280_001.npy
344,False,./fbanks/p297_002.npy,./fbanks/p280_002.npy
345,False,./fbanks/p297_002.npy,./fbanks/p280_003.npy
346,False,./fbanks/p297_002.npy,./fbanks/p280_004.npy
347,False,./fbanks/p297_002.npy,./fbanks/p240_000.npy
348,False,./fbanks/p297_002.npy,./fbanks/p240_001.npy
349,False,./fbanks/p297_002.npy,./fbanks/p240_002.npy
350,False,./fbanks/p297_002.npy,./fbanks/p240_003.npy
351,False,./fbanks/p297_002.npy,./fbanks/p240_004.npy
352,False,./fbanks/p297_002.npy,./fbanks/p228_000.npy
353,False,./fbanks/p297_002.npy,./fbanks/p228_001.npy
354,False,./fbanks/p297_002.npy,./fbanks/p228_002.npy
355,False,./fbanks/p297_002.npy,./fbanks/p228_003.npy
356,False,./fbanks/p297_002.npy,./fbanks/p228_004.npy
357,False,./fbanks/p297_002.npy,./fbanks/p317_000.npy
358,False,./fbanks/p297_002.npy,./fbanks/p317_001.npy
359,False,./fbanks/p297_002.npy,./fbanks/p317_002.npy
360,False,./fbanks/p297_002.npy,./fbanks/p317_003.npy
361,False,./fbanks/p297_002.npy,./fbanks/p317_004.npy
362,False,./fbanks/p297_002.npy,./fbanks/p251_000.npy
363,False,./fbanks/p297_002.npy,./fbanks/p251_001.npy
364,False,./fbanks/p297_002.npy,./fbanks/p251_002.npy
365,False,./fbanks/p297_002.npy,./fbanks/p251_003.npy
366,False,./fbanks/p297_002.npy,./fbanks/p251_004.npy
367,False,./fbanks/p297_002.npy,./fbanks/p259_000.npy
368,False,./fbanks/p297_002.npy,./fbanks/p259_001.npy
369,False,./fbanks/p297_002.npy,./fbanks/p259_002.npy
370,False,./fbanks/p297_002.npy,./fbanks/p259_003.npy
371,False,./fbanks/p297_002.npy,./fbanks/p259_004.npy
372,False,./fbanks/p297_002.npy,./fbanks/p227_000.npy
373,False,./fbanks/p297_002.npy,./fbanks/p227_001.npy
374,False,./fbanks/p297_002.npy,./fbanks/p227_002.npy
375,False,./fbanks/p297_002.npy,./fbanks/p227_003.npy
376,False,./fbanks/p297_002.npy,./fbanks/p227_004.npy
377,False,./fbanks/p297_002.npy,./fbanks/p343_000.npy
378,False,./fbanks/p297_002.npy,./fbanks/p343_001.npy
379,False,./fbanks/p297_002.npy,./fbanks/p343_002.npy
380,False,./fbanks/p297_002.npy,./fbanks/p343_003.npy
381,False,./fbanks/p297_002.npy,./fbanks/p343_004.npy
382,False,./fbanks/p297_002.npy,./fbanks/p306_000.npy
383,False,./fbanks/p297_002.npy,./fbanks/p306_001.npy
384,False,./fbanks/p297_002.npy,./fbanks/p306_002.npy
385,False,./fbanks/p297_002.npy,./fbanks/p306_003.npy
386,False,./fbanks/p297_002.npy,./fbanks/p306_004.npy
387,False,./fbanks/p297_002.npy,./fbanks/p310_000.npy
388,False,./fbanks/p297_002.npy,./fbanks/p310_001.npy
389,False,./fbanks/p297_002.npy,./fbanks/p310_002.npy
390,False,./fbanks/p297_002.npy,./fbanks/p310_003.npy
391,False,./fbanks/p297_002.npy,./fbanks/p310_004.npy
392,False,./fbanks/p297_002.npy,./fbanks/p279_000.npy
393,False,./fbanks/p297_002.npy,./fbanks/p279_001.npy
394,False,./fbanks/p297_002.npy,./fbanks/p279_002.npy
395,False,./fbanks/p297_002.npy,./fbanks/p279_003.npy
396,False,./fbanks/p297_002.npy,./fbanks/p279_004.npy
397,False,./fbanks/p297_002.npy,./fbanks/p272_000.npy
398,False,./fbanks/p297_002.npy,./fbanks/p272_001.npy
399,False,./fbanks/p297_002.npy,./fbanks/p272_002.npy
400,False,./fbanks/p297_002.npy,./fbanks/p272_003.npy
401,False,./fbanks/p297_002.npy,./fbanks/p272_004.npy
402,False,./fbanks/p297_002.npy,./fbanks/p339_000.npy
403,False,./fbanks/p297_002.npy,./fbanks/p339_001.npy
404,False,./fbanks/p297_002.npy,./fbanks/p339_002.npy
405,False,./fbanks/p297_002.npy,./fbanks/p339_003.npy
406,False,./fbanks/p297_002.npy,./fbanks/p339_004.npy
407,False,./fbanks/p297_002.npy,./fbanks/p281_000.npy
408,False,./fbanks/p297_002.npy,./fbanks/p281_001.npy
409,False,./fbanks/p297_002.npy,./fbanks/p281_002.npy
410,False,./fbanks/p297_002.npy,./fbanks/p281_003.npy
411,False,./fbanks/p297_002.npy,./fbanks/p281_004.npy
412,False,./fbanks/p297_002.npy,./fbanks/p233_000.npy
413,False,./fbanks/p297_002.npy,./fbanks/p233_001.npy
414,False,./fbanks/p297_002.npy,./fbanks/p233_002.npy
415,False,./fbanks/p297_002.npy,./fbanks/p233_003.npy
416,False,./fbanks/p297_002.npy,./fbanks/p233_004.npy
417,False,./fbanks/p297_002.npy,./fbanks/p340_000.npy
418,False,./fbanks/p297_002.npy,./fbanks/p340_001.npy
419,False,./fbanks/p297_002.npy,./fbanks/p340_002.npy
420,False,./fbanks/p297_002.npy,./fbanks/p340_003.npy
421,False,./fbanks/p297_002.npy,./fbanks/p340_004.npy
422,False,./fbanks/p297_002.npy,./fbanks/p229_000.npy
423,False,./fbanks/p297_002.npy,./fbanks/p229_001.npy
424,False,./fbanks/p297_002.npy,./fbanks/p229_002.npy
425,False,./fbanks/p297_002.npy,./fbanks/p229_003.npy
426,False,./fbanks/p297_002.npy,./fbanks/p229_004.npy
427,False,./fbanks/p297_002.npy,./fbanks/p295_000.npy
428,False,./fbanks/p297_002.npy,./fbanks/p295_001.npy
429,False,./fbanks/p297_002.npy,./fbanks/p295_002.npy
430,False,./fbanks/p297_002.npy,./fbanks/p295_003.npy
431,False,./fbanks/p297_002.npy,./fbanks/p295_004.npy
432,False,./fbanks/p297_002.npy,./fbanks/p360_000.npy
433,False,./fbanks/p297_002.npy,./fbanks/p360_001.npy
434,False,./fbanks/p297_002.npy,./fbanks/p360_002.npy
435,False,./fbanks/p297_002.npy,./fbanks/p360_003.npy
